id,source,sentence_1,sentence_2,label,binary-label
boostcamp-sts-v1-train-3018,slack-rtt,대박…5분대인데 24/46위라니 다들 얼마나 잘 뛰는거죠,좋아요... 5분대에 속하지만 24시간 46시간 근무합니다. 그들은 모두 얼마나 잘 연주합니까?,0.0,0.0
boostcamp-sts-v1-train-3019,petition-rtt,교사정년 65세 환원하라,65세 교사 정년을 돌려줘,4.0,1.0
boostcamp-sts-v1-train-3020,petition-rtt,잠실야구장에 가면 사은품으로 홈팀 유니폼 주세요,잠실야구장에 가면 홈팀 유니폼을 선물하세요.,1.8,0.0
boostcamp-sts-v1-train-3021,slack-sampled,총 18팀이 올라와야 하니 올리실때 순번 같이 올려볼께요?,올리실때 순번으로 올려주시기 부탁드립니다!,2.0,0.0
boostcamp-sts-v1-train-3022,petition-sampled,대한민국 경제좀 살리시죠?,남북문제보다 국내 제조업경제 좀 살려주세요,1.6,0.0
boostcamp-sts-v1-train-3023,petition-sampled,우리 아이들...제발 살려주세요,생명부터 챙기세요 우리아이들....어쩝니까,1.8,0.0
boostcamp-sts-v1-train-3024,nsmc-sampled,아 존나 어이없네.,아나...겁나짜증나네,1.6,0.0
boostcamp-sts-v1-train-3025,slack-sampled,"여러분, 그거 아시나요?",여러분 스윙댄스를 아시나요?,1.4,0.0
boostcamp-sts-v1-train-3026,petition-sampled,불법주차 없어지게 해주세요 강력한법,불법주차로 인한 피해를 줄여야 합니다.,1.8,0.0
boostcamp-sts-v1-train-3027,petition-sampled,중동말고 검찰로...이명박 출금 청원,이명박 출금 금지 및 구속 수사 청원합니다.,2.6,1.0
boostcamp-sts-v1-train-3028,petition-sampled,아이와 임산부를두고 군대를가야됩니다.,여성도 군역의 일부를 담당해야 한다고 생각합니다.,0.2,0.0
boostcamp-sts-v1-train-3029,nsmc-sampled,평점 .에 속았다.,평점에 속았지... 완전 쓰레기 ㅋㅋ,2.8,1.0
boostcamp-sts-v1-train-3030,petition-rtt,화물차 과적 단속을 현행 운전자 과태료 부과에서 화주와 알선 운송 회사 그리고 운전자 3자 공동책임으로 변경해 주시길 바랍니다,"화물차 과적재 단속을 현행 운전자 과태료에서 화주, 중개회사, 운전자가 분담하는 것으로 바꿔주세요.",3.8,1.0
boostcamp-sts-v1-train-3031,petition-sampled,정책홍보가 가장 중요합니다,매우 시급합니다 ~ !,0.0,0.0
boostcamp-sts-v1-train-3032,nsmc-sampled,단언컨데 기황후와 신의 선물에 치여서 이번주부터 %대 시청률로 꾸준히 갈듯.,"사랑과 욕망이 파멸로 치닫는.. 정말 연민이 많이 가는 캐릭터, 강영걸.",0.0,0.0
boostcamp-sts-v1-train-3033,petition-rtt,법이 모든 국민에게 평등함을 바로 세우자.,법이 모든 시민을 위한 평등을 확립하게 하십시오.,3.8,1.0
boostcamp-sts-v1-train-3034,slack-sampled,저도 빛이 들어간 작품들 좋아해요!!),여행곡 저도 너무너무 좋아해요!! 기분 산뜻!!!,0.4,0.0
boostcamp-sts-v1-train-3035,petition-rtt,역사 교과서 가르치는 방식을 시대순으로 해주세요,역사 교과서를 시간 순서대로 가르치는 방법,3.2,1.0
boostcamp-sts-v1-train-3036,slack-sampled,방이 너무나 큰것 같습니다. ㅠㅠ,출혈이 너무 심해요. ㅠㅠ.,0.0,0.0
boostcamp-sts-v1-train-3037,petition-rtt,"대한민국의 적폐중 ""연맹, 협회,연합회등등"" 단체들의 적폐청산도 시급합니다","연맹, 협회, 연맹 등'의 부패를 청산하는 것도 시급하다. 한국의 부패 조직들.",3.8,1.0
boostcamp-sts-v1-train-3038,nsmc-sampled,엽기적인 일본적 에로틱 상상.,어쩔수없는 에로영화..,1.4,0.0
boostcamp-sts-v1-train-3039,petition-sampled,어린이집 아동학대 처벌 반대,아동 성폭력 처벌 강화해주세요,0.6,0.0
boostcamp-sts-v1-train-3040,nsmc-rtt,이미 일본에서 써먹었지만 능력 소재도 참신하고 아역 연기 까지 재미있었는데 후반부터 너무 개연성이랑 리얼리티 떨어지고 잃어버린 년이란 기억을 어떻게 포장할지 궁금하다.,일본에서 이미 써본 적 있는데 능력치 소재가 참신하고 아역배우 연기도 재밌었는데 2편부터 확률과 현실성이 부족해서 잃어버린 1년의 기억을 어떻게 감쌀지 궁금하다 반.,3.6,1.0
boostcamp-sts-v1-train-3041,nsmc-sampled,잔상이 오래 남는 영화,잔잔하고 여운이 남는 영화,2.6,1.0
boostcamp-sts-v1-train-3042,slack-sampled,인스타감성에 목말라 있던 찰나 밥스테이지를 통해 갈증이 싸악 내려갔습니다!!,작년 이어엔드 워크샵 밥스테이지였던것같아요!!,1.2,0.0
boostcamp-sts-v1-train-3043,nsmc-sampled,지금까지 본 드라마 중 제일 지루한 드라마네요,지금까지 본 드라마중 중독성이 가장 강했던 드라마.,1.4,0.0
boostcamp-sts-v1-train-3044,petition-rtt,수능 연기를 부탁드립니다,입시를 연기해주세요,1.0,0.0
boostcamp-sts-v1-train-3045,slack-sampled,혹시 가능할까 싶어 문의드립니다..!!!,혹시 요렇게 진행이 가능할 지 문의드립니다!!,3.0,1.0
boostcamp-sts-v1-train-3046,nsmc-sampled,단번에 이해 했는데..,보고 싶은데에....,0.0,0.0
boostcamp-sts-v1-train-3047,slack-sampled,저희 동네 오셨군요.. ㅎ,와 정상 찍고 오셨군요!,0.4,0.0
boostcamp-sts-v1-train-3048,nsmc-sampled,장가휘라는배우 멋져요~~,그리고 사이먼친구조 정말멋져요 ~~~,1.0,0.0
boostcamp-sts-v1-train-3049,petition-sampled,청소년법 폐지 동의합니다,청소년보호법 폐지 동의합니다,4.0,1.0
boostcamp-sts-v1-train-3050,petition-rtt,범죄자들신상공개및얼굴공개해주세요!,모든 범죄자들의 얼굴과 신상을 공개해주세요!!!!,4.4,1.0
boostcamp-sts-v1-train-3051,slack-sampled,5월에 오피스에서 봬요,다음에 오피스에서 만나요~,3.0,1.0
boostcamp-sts-v1-train-3052,slack-sampled,오오 지도 보여주세요.,오오오 감사합니다!,0.0,0.0
boostcamp-sts-v1-train-3053,petition-sampled,(바보들도 아니니까요!!!),(광주 사람입니다..),0.0,0.0
boostcamp-sts-v1-train-3054,nsmc-sampled,시도는 좋았지만 실현시킬 능력이 모자르다.,소재는 좋았지만 잘 살리질 못한,2.0,0.0
boostcamp-sts-v1-train-3055,nsmc-sampled,좋습니다. 굿~~~~,진짜 짱이다~~~~~~~~~~~~~~~~~,3.4,1.0
boostcamp-sts-v1-train-3056,petition-rtt,아파트 단지내 흡연,아파트 단지 내 흡연,5.0,1.0
boostcamp-sts-v1-train-3057,nsmc-rtt,반전영화임에도 상업영화로서의 정체성 또한 잃지 않았다.,반전영화임에도 상업영화로서의 정체성을 잃지 않았다.,4.4,1.0
boostcamp-sts-v1-train-3058,petition-sampled,박수진.배용준 특혜의혹,박수진. 삼성병원특혜 비리조사,2.2,0.0
boostcamp-sts-v1-train-3059,nsmc-rtt,티비에서. 인터넷에서 맛집이라고 추천을 해도 무조건 적으로 믿지말아야 겠다는 생각을 하게 되었습니다.,TV에. 인터넷에서 맛집으로 추천해도 무조건 믿으면 안된다는 결론에 이르렀습니다.,3.6,1.0
boostcamp-sts-v1-train-3060,nsmc-sampled,이제까지 본 영화 중 이거만한게 없다ㅋㅋㅋ,드라마중 유일하게 본방합니다,0.0,0.0
boostcamp-sts-v1-train-3061,petition-rtt,건축물 초기진압 해결방안 제안,건물의 초기 진압을 위한 솔루션 제안,4.6,1.0
boostcamp-sts-v1-train-3062,petition-sampled,한국 스웨덴전 심판좀 어떻게 해주세요 ㅠㅠ,한국 근대사 이제 좀 자세히 배울수있게 해주세요,0.0,0.0
boostcamp-sts-v1-train-3063,nsmc-sampled,딸들을 변호하며 달려왔던 대부분의 시간이 부끄러워질 정도로.,일제의 만행을 잘보여주는 역사의 증거물..,0.0,0.0
boostcamp-sts-v1-train-3064,petition-sampled,여성과 동일하게 국가정책 펼쳐 주세요.,여성과 평등하게 국가정책 펼쳐 주세요.,4.4,1.0
boostcamp-sts-v1-train-3065,petition-sampled,서울아파트 거품인가요?,집값 잡는정책 맞는건가요?,0.6,0.0
boostcamp-sts-v1-train-3066,nsmc-rtt,모든 면에서 완벽한 밀리터리물 종결판,모든 면에서 완벽한 군용 엔드 플레이트,2.8,1.0
boostcamp-sts-v1-train-3067,petition-rtt,행정기관을 알려주세요,행정기관에 알려주세요,1.4,0.0
boostcamp-sts-v1-train-3068,slack-sampled,아침에 듣기 좋네요.,새삼 사람을 마주치는 느낌 참 좋네요,0.4,0.0
boostcamp-sts-v1-train-3069,nsmc-sampled,MD가 어디꺼에요?,주인공이누구인가요?,0.0,0.0
boostcamp-sts-v1-train-3070,slack-sampled,제 최애 메뉴인걸 기억하시고 메뉴 선정해주시는 센스..! 감동입니다,평소와 달리 무척 텐션을 높여 저를 맞이해주셨다는 세심함에.. 두번 감동을..ㅋㅋ,0.6,0.0
boostcamp-sts-v1-train-3071,slack-sampled,확실히 오늘 날이 개니 더 환상!!,드뎌 실물 영접!!,0.0,0.0
boostcamp-sts-v1-train-3072,slack-sampled,총 두건 확인됩니다!!,총 여섯명이 만나게 되었습니다 ㅎㅎㅎ,0.0,0.0
boostcamp-sts-v1-train-3073,slack-sampled,오랜만에 다시 뵈어 좋았습니다!,아무튼 달리기는 즐겁습니다!,0.0,0.0
boostcamp-sts-v1-train-3074,nsmc-rtt,평점완벽하게점준적은처음,완벽하게 득점한 것은 처음이다.,1.6,0.0
boostcamp-sts-v1-train-3075,slack-sampled,아하 네 이것도 참고하세요.,아하 이런 의미셨군요..,0.0,0.0
boostcamp-sts-v1-train-3076,petition-rtt,모로코 포르투갈전 심판을 처벌해 주세요,모로코와 포르투갈에 대한 심판을 처벌하십시오,3.5,1.0
boostcamp-sts-v1-train-3077,nsmc-rtt,영화에 사용된 개그는 날카로움,영화에 사용된 개그는 날카롭다,4.2,1.0
boostcamp-sts-v1-train-3078,slack-sampled,열심히 보겠습니당!!,저희 애니멀 채널에 등장하는 것 기대해보겠숨니당!,0.0,0.0
boostcamp-sts-v1-train-3079,petition-sampled,동물보호법은 개정되어야합니다.,반드시 청소년 보호법은 폐지해야 합니다.,0.2,0.0
boostcamp-sts-v1-train-3080,slack-rtt,저 생각해보니 팔 근육량 0%라 가봤자 멍때리고 있을 것 같더라구요!,생각해보니 팔 근육량이 0%가 되면 멍이 들 것 같아요!,2.4,0.0
boostcamp-sts-v1-train-3081,nsmc-sampled,"주연:이외수 에서... 대 폭소!! 감독, 너 고소!","우..최고다...지루하다는 사람들...그냥 액션,코미디나 보셩",0.6,0.0
boostcamp-sts-v1-train-3082,petition-sampled,조두순출소결사반대입니다,조두순출소반대!!!제발요,4.2,1.0
boostcamp-sts-v1-train-3083,petition-sampled,여론조사 너무 스트레스입니다,선거운동 너무 음악 너무 시끄럽습니다,0.5,0.0
boostcamp-sts-v1-train-3084,nsmc-sampled,도대체 스릴러의 긴장감을 시간분이나 유지할 수 있다는 근거없는 자신감은 어디서 나오는 걸까?,손에 땀 한방울 쥐어지지 않는 긴장감 제로의 스릴러물..,2.2,0.0
boostcamp-sts-v1-train-3085,nsmc-rtt,강렬한 내용을 재미없게 만들어버린 허탈한 연출력..,강렬한 내용을 재미없게 만든 실망스러운 연출.,3.8,1.0
boostcamp-sts-v1-train-3086,petition-sampled,디스패치 폐간을 요청합니다,조선일보의 폐간을 요구합니다,1.0,0.0
boostcamp-sts-v1-train-3087,slack-sampled,저는 이 회식의 멤버가 아닙니다.,4인 남성의 글로벌 회식 였습니다.,0.8,0.0
boostcamp-sts-v1-train-3088,slack-sampled,우와 완전 축하드려요!!!,와 완전 깨끗하게 보셨네요!!!,0.0,0.0
boostcamp-sts-v1-train-3089,petition-sampled,한국장학재단 소득분위 개선해주십시오,국가장학금 소득분위 책정 기준을 납득시켜주세요,2.2,0.0
boostcamp-sts-v1-train-3090,slack-sampled,:) 평온한 주말 되세요!!,환영합니다!! :),0.0,0.0
boostcamp-sts-v1-train-3091,nsmc-rtt,다시보는데 눈물샘아련아련,다시 보면 눈물이 난다,2.8,1.0
boostcamp-sts-v1-train-3092,slack-rtt,우왁! 너어무 귀엽습니다!!!,우와! 당신은 너무 귀엽다!!!,3.4,1.0
boostcamp-sts-v1-train-3093,nsmc-rtt,그래 나 젝키 파스니다 ㄷㄷㄷ,"네, 저는 Sechky Pars입니다.",1.0,0.0
boostcamp-sts-v1-train-3094,slack-sampled,"제품, 서비스 고도화에 대한 고민, 회사 문화/ 채용과 같은 회사 자체에 대한 Feedback 등 ‘추천’에 국한하지 않고 회사 전반에 대해서 이야기하였습니다.","평소에 전혀 생각해보지 못했던 Biz팀이 가지고 있는 숙제들과, AI 기업들의 생태에 관한 내용을 들려주셨습니다!",0.0,0.0
boostcamp-sts-v1-train-3095,slack-rtt,먼저 쓰는 사람이 임자래요 ㅎㅎ,임자가 처음 써봄ㅋㅋㅋ,2.2,0.0
boostcamp-sts-v1-train-3096,petition-sampled,공기관여성점수제폐지를청원합니다,수업시수 제도 폐지를 청원합니다.,0.2,0.0
boostcamp-sts-v1-train-3097,petition-sampled,사실상 천도나 다름없습니다.,불편이 이만 저만이 아닙니다.,0.0,0.0
boostcamp-sts-v1-train-3098,nsmc-sampled,보러갔는데 노잼 ㅋㅋ,노잼 오브 노잼 절대 보면 안됨,2.8,1.0
boostcamp-sts-v1-train-3099,slack-rtt,덕분에 잠시 캘리포니아 여행하고 온 기분입니다ㅎㅎ,덕분에 오랜만에 캘리포니아에 온 것 같은 기분이 듭니다.,3.6,1.0
boostcamp-sts-v1-train-3100,petition-sampled,조두순 영원히 격리시켜주세요,조두순 평생 감옥에서 살아야합니다,3.6,1.0
boostcamp-sts-v1-train-3101,slack-sampled,왜 인터넷이 또 느린가 하면서 한참을 쳐다봤어요...,서명을 보니 또 1번이 좋아보여요...!!,0.0,0.0
boostcamp-sts-v1-train-3102,slack-sampled,ㅋㅋㅋ 내년을 다시 기대하심이....,두분다 발표신이신데... 고민이셨을 줄이야!!!,0.0,0.0
boostcamp-sts-v1-train-3103,slack-rtt,뭐가 그리 신나는지 제가 엄청 웃으면서 와장창 떠들었는데요 ㅎㅎ,너무 신나는 얘기를 해서 엄청 웃었어요 ㅋㅋㅋㅋ,3.0,1.0
boostcamp-sts-v1-train-3104,nsmc-sampled,지금 살고 있는 시간들과 앞으로 살아갈 시간들에 대해 깊이 있는 생각을 하게 된다.,자연 속의 인간에 대해 생각하게 한다.,1.2,0.0
boostcamp-sts-v1-train-3105,nsmc-sampled,무슨 주인공이 이렇게 매력이 없지,무슨 코미디가 이렇게 안 웃겨,0.2,0.0
boostcamp-sts-v1-train-3106,nsmc-sampled,점수 주기도 아깝다 쓰레기,개주기도 아깝다 진짜,3.0,1.0
boostcamp-sts-v1-train-3107,nsmc-sampled,"정말 감동적이 영화군요 ,,,",정말 감동적인 드라마~!!,1.8,0.0
boostcamp-sts-v1-train-3108,nsmc-sampled,보지를 않아서...,당신이 꼭..!!! 보지 말아야 할 영화....,0.0,0.0
boostcamp-sts-v1-train-3109,slack-sampled,저도 줄서봅니다 ..ㅎㅎ,"저도 한러크 줄서봅니다,,,ㅎㅎ",3.0,1.0
boostcamp-sts-v1-train-3110,slack-rtt,배고픈데 흑흑 현금이 없어서 기다리는 즁,배는 고픈데 현금이 없어서 기다리고 있어요.,4.0,1.0
boostcamp-sts-v1-train-3111,petition-rtt,티몬사의 횡포에 너무 억울해서 청원합니다.,티몬사의 폭정이 너무 불공평해서 청원합니다.,3.4,1.0
boostcamp-sts-v1-train-3112,slack-rtt,그냥 추리닝 입고 고? ㅋㅋ,스웨트셔츠만 입고? ㅋ,1.2,0.0
boostcamp-sts-v1-train-3113,nsmc-sampled,삶에대해다시한번생각해볼수있는좋은시간이었습니다~,인간의본질에대해다시한번생각케함!,2.0,0.0
boostcamp-sts-v1-train-3114,petition-sampled,애완견 분양샵 없애주세요,반려동물 보관함 없애주세요,0.0,0.0
boostcamp-sts-v1-train-3115,slack-sampled,구독자가 천명이 넘는다니... 대단하십니다!!,구독자 증가를 예상했으나 처음으로 구독자수가 감소했다고...,1.2,0.0
boostcamp-sts-v1-train-3116,petition-sampled,김보름과 빙상연맹에 대해,김보름선수제명및빙산연맹해체를요구합니다,1.5,0.0
boostcamp-sts-v1-train-3117,petition-rtt,영어유치원은 올바른 표기법이 아닙니다,영어 유치원은 올바른 표기가 아닙니다.,4.6,1.0
boostcamp-sts-v1-train-3118,slack-rtt,멋쟁이 뵌다고 나름 ootd 신경써봤지 말입니다!,멋있어보여서 엉뚱하다고 생각했어요!,0.0,0.0
boostcamp-sts-v1-train-3119,nsmc-sampled,말이 필요없는 명작...,말이필요없지......,3.0,1.0
boostcamp-sts-v1-train-3120,petition-rtt,지진피해를 이용하는건가여?,지진 피해를 사용하고 있습니까?,2.8,1.0
boostcamp-sts-v1-train-3121,slack-sampled,날은 너무 덥지만 바다 배경이라도 보면서 우리 회사 멤버 모두 화이팅해요~!,날은 우중충하지만 바다 배경이라도 보면서 우리 회사 멤버 모두 화이팅해요~!,3.4,1.0
boostcamp-sts-v1-train-3122,slack-sampled,무술 꼭 배워보고 싶었는데 시간이 안맞아서 너무 아쉬웠습니다.,"헉, 전 못 받았었는데 저거 너무 부러웠어요...",0.0,0.0
boostcamp-sts-v1-train-3123,slack-sampled,제프 딘이 최근에 TED에서 강연한 영상이 있어서 보게되었습니다.,페북보다보니 인공지능 관련 특허관련 자료가 있어서 가져왔습니다.,0.0,0.0
boostcamp-sts-v1-train-3124,nsmc-sampled,잘생긴 사이먼 베이커의 유쾌한 매력.,짧지만 강한 임펙트 유쾌한 에피소드들의 연속~ㅎㅎㅎ,0.2,0.0
boostcamp-sts-v1-train-3125,nsmc-sampled,직원분들 알바하시지 마시길...,여러분들도 꼭 사세요 이책...,0.0,0.0
boostcamp-sts-v1-train-3126,petition-rtt,이언주의원 공부좀 합시다,이언주원을 공부하자,2.4,0.0
boostcamp-sts-v1-train-3127,slack-sampled,"항상 불철주야로 일하고 계신다는데, 건강 챙기시면서 하시길 바랄게요.","우리 회사 모든 분들 건강 챙기시면서 일하시고, 주말 잘 보내세요!",2.4,0.0
boostcamp-sts-v1-train-3128,slack-sampled,비포-애프터-미드러닝 사진 첨부합니다.,8oz 라떼 사진도 첨부합니다.,1.2,0.0
